职位,薪水,经验,学历,关键词,工作地址
社工,4000-5000元,1-3年,大专,"职位描述
社会救助
居民调解
社区人员管理
养老助老
长者
该岗位工作职责:
1.负责长者服务中心开展长者相关服务
2.中心场地日常管理工作，接受中心值班和调休。
3.完成岗位要求的服务指标
4.配合中心开展宣传工作
5.岗位领导交代的其他工作;
招聘要求:
1.大专以上学历，持助理社工证
2.一年以上养老服务经验
3.社会工作或养老相关专业优先
4.有相关资质（岗位需要办理健康证）","工作地点
深圳福田区八卦岭
查看地图"
养老评估员,5000-10000元,3-5年,大专,"职位描述
养老助老
卫生服务
（主评人员）要求：
具备医学临床、护理、康复等专业中级及以上职称，
能够接受上门评估工作，
逻辑思维清晰，应变能力强，
手机电脑熟练操作
评估员（副评人员）要求：
能够熟练驾驶汽车，
具备临床医学、康复、护理、老年服务与管理等专业，
电脑手机操作熟练，
会苏州话可优先录取","工作地点
苏州吴中区福海护理院
查看地图"
残障项目社工,5000-8000元,1-3年,大专,"职位描述
社会工作
社会学
心理学
康复
岗位职责：
1. 运用社工专业手法，开展个案工作、小组工作或社区工作，为不同类型服务对象提供专业服务;
2.撰写和提交服务信息与相关报告；
3.项目的管理执行，包括组织实施、过程管理、资料管理、评估反馈；
4.与项目资助方的互动、反馈、沟通协调；
5.为服务对象拓展所需资源，做好项目的资源整合和传播；
6.协助区域主任根据机构战略和项目方向撰写年度项目实施计划。
任职要求：
1. 心理学、社会学、社会工作、康复学等相关专业及有残障人士服务经验者优先
2. 有较强的沟通能力和亲和力和文案撰写能力
3. 责任心强，具有较强的统筹协调能力和团队管理能力
4. 对所应聘岗位的工作对象和社会工作有一定的了解，有相关实习经历最好
5. 经常户外工作，能承受一定的工作压力
6. 认同立德社工的发展规划和组织文化，遵守内部规章制度
7. 身体健康，无心脑血管疾病

职位福利：五险一金、加班补助、绩效奖金、带薪年假、节日福利、定期团建","工作地点
北京朝阳区孙河
查看地图"
项目助理实习生,80-100元/天,,本科,"职位描述
实习证明
活动策划
项目执行
岗位职责
1. 协助机构社工运用社工专业手法，为不同类型服务对象提供基础服务支持；
2. 协助收集、整理服务信息，参与服务方案的初步撰写；
3. 在主管和机构社工指导下，参与项目答辩、评估与总结的前期准备工作；
4. 协助整理项目前期业务谈判资料，参与项目方案及汇报材料的基础撰写；
5. 协助活动结束后的新闻稿撰写，包括素材收集、初稿撰写等；
6. 协助完成活动组织、物资准备、场地布置等后勤保障工作；
7. 完成领导及机构社工安排的其他辅助性工作。
任职要求
1. 心理学、社会学、社会工作等相关专业在读本科生或研究生；
2. 具备良好的沟通能力和亲和力，乐于与人交流；
3. 有一定文字表达能力，能协助完成基础文案工作；
4. 具有文艺才华（如绘画、摄影、主持等）者优先；
5. 中共党员或入党积极分子优先；
6. 了解社会工作基本理念，有相关志愿服务经历者优先；
7. 会开车者优先，能保证每周至少4天实习时间。
工作地点：门头沟区","工作地点
北京门头沟区城子街道办事处社会组织服务(孵化)园
查看地图"
岗位社工,7000-8000元,1-3年,本科,"职位描述
居民调解
社会调查
工作地点：宝安区
岗位整体要求:
1、社会工作或相关专业本科及以上学历；
2、已取得助理社会工作师证及以上资格并注册；
3、处理矛盾纠纷调解相关工作，与公检法对接日常相关工作；
4、熟练计算机操作或有财务相关工作经验或文书撰写能力优秀者优先考虑。","工作地点
深圳宝安区人民政府
查看地图"
社工（金牛区）,4000-5000元,1年以下,本科,"职位描述
社工
社团/组织/社会保障
任职要求：
1.专科以上学历，社会工作、社区管理、社会学、心理学等相关专业优先。
2.有相关从业经验优先，需持社工证。
3.具有良好的文字表达和处理能力，有较强的团队意识和沟通协调能力，熟练掌握办公软件。
岗位要求：
1.负责执行社会工作或社会公益等项目，
2.策划撰写项目方案，
3.负责链接社区及周边地区资源，开拓社会工作服务。
4.完成机构交予的其他工作。
薪酬构成
1. 薪资范围：4000-5000元（基本工资+岗位工资+通讯费+交通费+工龄工资）
2.年底考核奖励：年终绩效奖+超额奖励
3.福利（含节假日费用、生日金、公积金）
工作时间：朝九晚五，周末及法定节假日休息，转正后购买社保，入职满一年后享受带薪年假，年底奖金，定期团建、体检等。

职位福利：周末双休、定期团建。","工作地点
四川省成都市金牛区蜀汉路289号
查看地图"
社工主管,7000-12000元,3-5年,本科,"职位描述
卫生服务
社区人员健康管理
公益活动策划
岗位职责：
1、负责拓展社区、街道、养老院、商务楼等机构，维护健康宣教公益活动的渠道。完成社区渠道的建立、社区健康宣教的邀约和社区健康宣教活动的执行等工作；
2、负责健康宣教活动的协调和组织工作，落实人员、场地、所需资料等事宜；
3、负责医院的宣传工作，公益形象的彰显；策划各种公益活动；
4、负责社区讲座、咨询等公益活动的登记以及社区的各种数据进行汇总和上报工作；
5、负责各个社区所需药品的清点、数据统计等工作；
6、辅助上级参加社区、街道等公益活动，并维护社区关系；
7、完成领导安排的工作任务，与其他部门积极配合开展工作。
任职要求：
1、本科及以上学历，专业不限。具有市场营销、临床医学等相关工作经验或医疗背景者优先考虑；
2、良好的市场开拓能力和组织协调能力，具备敏锐的观察能力及市场洞察力；
3、具备良好的团队合作精神及团队管理能力。
4、为人踏实诚恳，工作主动积极，勤奋认真；
5、沟通能力强，有进取心和敬业精神。
职位福利：五险一金、绩效奖金、做五休二、提供住宿","工作地点
上海市闵行区七莘路2880号
查看地图"
社工主管,4000-6000元,1-3年,大专,"职位描述
社会工作
社工
工作地点：成都市郫都区三观社区党群服务中心
岗位职责】
1、统筹执行：全面负责项目的统筹执行把控工作，包括需求评估、方案策划、订立计划、细分任务、实施执行与各类型各阶段评估；
2、项目把控：保障项目安全，解决项目中的各种风险和问题，确保项目顺利实施完成；
3、沟通汇报：与资方保持良好的沟通与合作关系，定期进行工作汇报；
4、实务能力：具有一定的实务能力，能运用专业方法和技巧提供社会工作专业服务，为不同类型服务对象提供专业的预防性、发展性及补救性服务；
5、专业梳理：总结项目服务经验，梳理模式，支持机构开发其他项目；
6、行政工作：处理相关的日常财务及行政支持工作、统计服务数据，整理相关报表及文书；
7、其他：完成上级安排的其他各项工作。
【岗位要求】
1、社会工作、社会学、心理学、公共管理、汉语言文学等相关专业大专及以上学历，且持有社工证书；
2、具有社企联动相关工作经验优先；
3、熟悉各项社区发展治理政策、专项资金使用流程、社会组织培育发展流程等；
4、具有良好沟通及统筹管理能力、具备独立工作及专业服务精神。

【工作时间】：朝九晚五、周末双休、节假日休
【机构简介】：

成都市大同社会工作服务中心于2013年8月8日在成都市民政局登记注册，是一家“支持型、孵化型、平台型”的枢纽社会组织。中心以“营造多元共治的新社区”为愿景，依托“党校媒企社居”多维协作体系，坚持社会工作专业化发展，以党建为引领，社区总体营造为思路，营造出多方参与、共同治理的社区新格局。
中心提供：政策咨询研究、省/市/区/街道各级平台运营、空间运营、专业人才培育、社会组织孵化、“信托制”小区治理、社会心理服务体系建设、社会工作服务体系建设、新就业群体服务、禁毒社会工作、老年社会工作、儿童与青少年社会工作、乡村振兴、第三方专业评估等专业服务，服务地域涵盖四川省内15个区市和地市州，承接区市县政府购买服务项目逾500个。

【机构理念】：
中心团队坚守“为地区蓄能、为行业蓄力、为专业留人才”的初心，先后荣获成都市首批品牌社会组织、成都市5A级社会组织、成都市先进基层党组织、成都市优秀社会组织、成都十强社工机构、成都榜样十佳社工机构、全国百强社会工作服务机构、中国青年志愿服务公益创业赛银奖、中国青年志愿服务公益创业赛省赛银奖、全国百优社会工作服务案例、四川省民政政策理论研究二等奖、成都市社会组织优秀案例等多项荣誉；出版《社区发展治理操作指南——金牛“百千万”营建模式探索》《社区社会工作管理与服务规范》书籍。","工作地点
成都郫都区三观社区党群服务中心
查看地图"
养老社工实习生,150-200元/天,,学历不限,"职位描述
可转正
实习证明
养老助老
社会福利
1. 负责养老院的社会工作服务。
2. 完成个案工作、小组工作、社区工作。
3. 提供政策咨询和支持。
4. 参与相关活动和项目的策划与执行。
5. 持续学习和更新社会工作知识。
6. 与其他部门合作，共同推进社区发展。
感兴趣联系我，欢迎加入我们的团队！","工作地点
北京市-海淀区-半壁店59号乐普养老
查看地图"
社工专员,5000-10000元,经验不限,大专,"职位描述
服务社区
义诊
社工
医院
卫生服务
岗位职责：负责服务社区居民和患者，开展社区居民及企业、学校等各类社会组织的健康教育、组织义诊和健康讲座。负责所辖社区居民就医的引导接待、专家预约、持续服务等工作。

岗位要求：临床医学专业，具有国家承认的大专及以上学历（学信网可查询），品行端正，身体健康，责任心强，能吃苦，具有一定的组织协调能力、文字和语言表达能力及相关业务知识，热爱社区服务工作和公益事业，有爱心，有相关工作经验优先；
具体薪资面议！

职位福利：五险一金、绩效奖金、加班补助、包吃、带薪年假、节日福利

职位亮点：晋升通道 牛人带队 五险一金","工作地点
北京石景山区重兴嘉园1号楼
查看地图"
之家-渝园社区-社工(J77938),6000-9000元·13薪,无经验,本科,职位描述养老助老  岗位职责:  1、结合居民需求、风险评价及意愿，组织实施专业个案或小组活动。  2、召开定期的个案研讨，为居民制定和更新服务方案，协调安排并参与居民的各类评估。  3、协调外部资源，为居民提供社工、法律等方面的服务。  任职要求:  1、26届本科及以上学历，社会工作相关专业；  2、对养老行业有热情，具备服务意识，有亲和力，有耐心；  3、具备扎实的专业知识和沟通协调能力，熟练应用办公、制图、视频等相关办公软件。,"工作地点
重庆渝北区泰康之家·渝园
查看地图"
未成年人保护社工项目主管,5000-7000元,3-5年,本科,"职位描述
未成年人保护社工
项目主管
工作内容：
1、负责项目日常运营工作，包括项目服务内容、服务流程、服务标准以及年度计划等；
2、负责项目服务的落实、协调、推进、策划等工作；落实目标责任管理，确保年度目标任务完成达标；
4、负责开展领域有关的个案、小组工作及社区工作等服务(包括服务开展、资料撰写、整理等）；
5、配合购买方、机构做好项目运作、总结和工作改进。
任职要求：
1、认同社会工作服务的理念和价值
2、具有良好的沟通能力、人际交往能力和书面表达能力；
3、社会工作、社会学、公共管理等相关专业或有社工证者优先；
4、项目执行经验3年以上，有未成年人服务经验优先。","工作地点
南京玄武区天山路2号民国建筑
查看地图"
民非负责人,5000-10000元,10年以上,大专,"职位描述
养老助老
社会福利
本岗位主要负责民办非经营性企业的运营管理，企业经营范围是：助老助残济困，老年人心理咨询和疏导。招聘要求须有相关行业经验，能够独立开展工作，有一定的人脉资源。","工作地点
郑州管城回族区凯利国际中心B座1103
查看地图"
社区党群服务中心一线社工,6000-7000元,1-3年,本科,"职位描述
社区人员管理
社区文化管理
社会福利
青少年服务
社会救助
社团/组织/社会保障
职位描述
（一）岗位要求
1、社会工作或相关专业（社会学、法学、心理学等）毕业，大专及以上学历；具有社会工作实务经验者优先；
2、助理社会工作师及以上资格证书；深圳市注册社工；

3、中共党员优先；

4、认同社工价值理念，热爱社会工作，具有高度的责任心和奉献精神。

（二）工作职责
1、运用社工专业手法，开展个案、小组、社区工作及项目服务；

2、及时完成专业文书和行政材料；

3、完成机构、项目主管交代的其他工作。
（三）工作地点
南山区

（四）薪酬福利

1、具体薪资视工作能力、学历、资质而定；
2、中秋、春节节日礼金或购物券、南风生日津贴、高温补贴（每年6-10月、300元/月）、季度团建、年会等；

3、入职满一年即可享有年度高端体检和带薪年假（在职每多满一年则年假增加一天，最多可增加5天）及南风家庭假（共三天，需与春节连休，可选择春节前后）；
4、社保/公积金：深户、非深户，均按一档社保购买，当月15日之前办理入职，即开始购买；16日之后入职，则下月起购买。

5、提供机构内部专业培训；外出培训、参访、交流学习等机会；

6、提供晋升（包括职位晋升、工资晋级）机会；
7、可以申请党组织、团组织关系转入（不接收档案）；

8、符合人才安居定向配租及补贴的相关规定可享受定向配租房或住房补贴（最高2万元/年）。
（P.S：具体薪酬福利以入职岗位为准。）

职位福利：五险一金、高温补贴、带薪年假、节日福利、定期体检、定期团建","工作地点
深圳南山区粤海大厦-中座
查看地图"
社会工作者,4000-5000元,3-5年,中专/中技,"职位描述
社会工作
养老院社工
养老/孤儿/看护
有社工证，年龄： 50岁以内；学历：中专及以上学历；需要有养老机构或社会组织工作经验。工作性质：全职。
1、有爱心、耐心、热爱社工岗位。2、运用专业知识了解掌握老年人心理状况，对出现的心理和情绪问题，提供相应服务；3、组织开展适合老年人身心特点的文化娱乐活动和康乐活动，培养老年人兴趣爱好；4、通过讲座、培训班、老年大学等形式，开展各种教育培训活动；5、为失能（失智）提供有助于感知觉恢复的文化娱乐活动。
职位福利：包吃、包住、五险一金","工作地点
北京海淀区田村路559号
查看地图"
心理社工,5000-7000元,1-3年,大专,"职位描述
心理服务
工作职责：
1、负责与政府部门和街道社区对接，完成公司安排的心理服务工作
2、心理热线电话的接听与工作记录、档案和工作数据的分析整理工作
3、负责社区心理活动的预约、安排、现场服务和活动报道整理工作
4、负责客户委托的心理服务项目的工作报告总结和数据统计提交工作
5、负责社区居民心理访谈与上门心理慰问工作以及档案整理工作
6、公司安排的其它工作

岗位要求：
1、学历大专以上，年龄40周岁以下，条件优秀，可以适度放宽，性别不限
2、有至少2-3年街道、社区和社会组织的相关工作经验
3、有心理工作经验或参加过心理相关培训和实践经验
4、性格稳健，包容，有耐心，乐观、积极开放
5、擅长与人沟通和打交道，能接受工作挑战，能接受加班
6、有一定的社区讲课和团体活动服务经验的优先考虑
7、有社会工作师证书或心理培训证书的优先考虑
8、会熟练使用办公软件，会开车","工作地点
南京鼓楼区苏宁慧谷E8-1栋2212-2213
查看地图"
项目实习生（武侯区城乡发展治理促进会实习生）,100-120元/天,,本科,"职位描述
可转正
实习证明
远程实习
居民调解
社区人员管理
社区文化管理
社会救助
岗位职责：
1、运用专业的技术对所在服务区域内的项目运营负责；
2、负责项目的需求调研、实施、总结、评估等全过程管理；
3、负责项目各相关方的沟通、协调、联络、维护及机构内部的上传下达；
4、负责协助完成团队在服务区域内的项目落地和指导；
5、协助做好项目人员与行政人资中心和财务中心的支持，推动机构制度的有序落地；
6、完成上级交待的其他工作任务。
任职要求：
1、热爱公益事业，认同社会工作，性格外向有较好的的沟通能力及发展狼性；
2、社会工作相关专业、心理学、公共管理、市场营销等专业背景，已有超过两年社工相关工作经验或持有全国社会工作者职业水平考试证书；
3、责任心强，由团队合作精神，具有良好的沟通协调能力，熟练使用办公软件；","工作地点
成都武侯区青年志愿服务创新实验室
查看地图"
社工主管+双休+13薪+年终奖（青羊区）,5000-6000元·13薪,3-5年,大专,职位描述社区人员管理 职位描述   *薪酬福利    1、薪资构成：基本月薪（4200-5000）+13薪+项目绩效+年终奖+各种补贴；    2、五险一金；年度机构体检套餐；    3、定期团建、聚餐，年度公费旅游；    4、除法定节假日，机构每年额外享5天以上带薪福利假；    5、完善的人才培养体系和晋升机制，各种培训机会以及和业内大咖亲密接触的机会；    *岗位要求    1、有3年及以上岗位经验，拥有独立的项目、活动组织策划能力；有在社会工作机构、社会组织、社区居委会、政府机构任职经验者优先录用；    2、能够带教3位及以上同事，能够激发同事潜能、协助问题解决；能够有效的进行项目管理以及多任务处理；有团队带领经验者优先；    3、本科及以上学历，能力优秀者，可放宽至大专，中共党员优先；    4、专业不限，有社会工作、社会学、社区管理、公共管理等人文社科类专业背景优先，有社会工作证者优先；    5、熟练使用WORD\PPT\EXCEL等常用办公软件，会撰写项目计划书、活动方案、活动通讯稿等，如具有拍照、微信推文制作、PS修图、数据统计分析等技能则优先；    6、性格开朗，心态开放，富有责任感、创业精神和团队精神，乐于并善于思考、学习新知识和新经验；具有良好较强的执行力和抗压性。    *岗位职责    1、负责项目的需求调研、设计策划、申报、实施、总结、评估等全过程管理；    2、负责所管理项目的整体部署、统筹推进、支持实施、质量控制和团队支持；    3、根据工作内容完成相关记录，进行项目资料、财务资料的整理接受机构上级、督导、第三方评审机构的审查及资料梳理等工作；    4、协调和沟通内外关系，与各方保持良好的关系，与其他团队及部门协同工作，并处理协调与政府等相关资源合作方的关系；    5、带领项目人员严格执行机构的各项规章制度和管理规范；    6、提供项目员工的内部支持，尤其是情感和精神上的支持；    7、完成上级交办的其他工作任务。  职位福利：五险一金、年底双薪、绩效奖金、交通补助、餐补、通讯补助、带薪年假、弹性工作,"工作地点
成都青羊区玉沙路社区
查看地图"
社会工作师,3000-5000元,1-3年,大专,职位描述社会救助社会福利教育救助青少年服务优抚安置残障康复社区人员管理社区文化管理卫生服务社会调查养老助老岗位内容：1. 提供公共服务、支持社区成员解决日常问题。2. 开发和维护联系和资源，并协调社区活动。3. 记录、汇总和分析数据以支持项目和策略发展。4. 促进和参与人员培训、工作坊和小组讨论。5. 维护相应记录、文件和档案。核心能力：     1.卓越的同理心、沟通协调能力及人际交往技巧。       2.优秀的评估、分析、解决问题及危机干预能力。          3.良好的资源整合、倡导与组织协调能力。          4. 具备较强的抗压能力、责任心和职业操守。    5.熟练的文书写作及基本办公软件操作能力。      任职要求：    1. 持有人社部颁发的社会工作证书（含初级/中级/高级），并有相关领域的经验和知识，或在相关领域有类似工作经验。    2. 出色的人际交往、沟通和协调技巧。    3. 对多元文化和不同年龄范围的人有思考、洞察和理解能力。    4. 能够快速适应变化和响应复杂问题的能力。    5. 独立工作和与他人合作的灵活性和效率。          6.具备相关领域（如社区、家庭、青少年、老年人、残障人士、医务等领域）的社会工作实务经验者优先考虑。,"工作地点
成都市-武侯区-星狮路818号B区1栋3单元303号
查看地图"
项目官员（发展型项目）,6000-10000元,1-3年,本科,"职位描述
社会救助
职位描述：
1.独立负责分管项目的规划、管理、执行、监测、评估和结项，并不断根据需求调整和优化项目方案；
2.根据项目执行情况，撰写并提交项目执行进展报告；
3.负责跟进项目受资助单位的一对一沟通和推进；
4.通过所负责项目，链接志愿者、资源方等伙伴，设计活动方案，实现机构传播和筹资；
5.根据机构发展和听障群体需要，参与新项目的调研、设计和执行和评估工作；
6.积极主动与合作伙伴建立长期稳定的工作关系，挖掘和拓展资源；
7.建立并更新项目信息和数据，并进行总结和分析；
任职要求：
1.认同基金会的愿景、使命、价值观和工作原则；
2.本科及以上学历，教育学、营销等专业背景优先；
3.有企业或机构公益项目调研、设计和运营经验，有过品牌公益项目运营经验者优先；
4.具备跨部门及对外合作沟通能力，逻辑性强，有良好的学习能力、抗压能力，踏实、认真，有责任心、耐心和同理心；
5.开放的学习心态，愿意接受新领域的项目挑战。","工作地点
北京市朝阳区朝阳北路甲27号菁英梦谷Ａ６-101
查看地图"
文娱品控（养老社区社工品质负责人）,1.5-2万,5-10年,本科,"职位描述
养老社区社工服务
社工品质管理
搭建好部门制度；负责社工团队日常管理；做好对员工的培训；能够利用身边的社工文娱资源，拓展创新文娱活动；
带领团队为机构在住长者策划组织丰富的文娱社工活动，提升整体社工服务品质，提高入住满意度，增强长者入住粘性。
1、统筹机构全年文娱活动的工作计划和工作的铺排
2、有较强的组织策划能力，创新能力
3、有美术、音乐、舞蹈等专业，兴趣广泛，性格活泼，热爱养老事业
4、志愿者资源期其它社会资源的维护和管理工作
5、策划并实施、管理院内日常、外出、特殊节日活动、社工专业类工作
5、社工部工作规划及计划发展工作、负责部门年度目标、计划与预算的管理
6、负责社工文娱部门制度、流程的建立与更新，服务风险防范
7、负责社工部团队的工作绩效考核和评估工作
8、有艺术培训机构、心理咨询、文娱策划等相关工作经验者优先","工作地点
通州区北京大学人民医院通州院区附近万科随园养老社区
查看地图"
公益项目负责人,5000-10000元,3-5年,本科,"职位描述
青少年服务
社会调查
社会救助
社会福利
残障康复
教育救助
养老助老
社区文化管理
扶贫赈灾
1.热爱公益事业，有社区项目运营、策划及管理经验；
2.熟悉保障资金、专项资金的使用规范流程、审计和财务报销要求等相关政策，能独立完成保障资金项目使用流程查验和评估工作；
3.项目执行经验：具有优秀的项目申报、答辩、方案撰写、项目执行、项目结项等工作经验，可开展指导工作；
4.具有良好的写作能力，能够撰写项目案例、项目总结、工作总结，有成熟经验者优先；
5.具有良好的团队合作精神及组织、沟通、协调能力；
6.本科及以上学历，社会工作或相关专业毕业，有相关工作经验可适当放宽条件；持证社工优先。","工作地点
成都武侯区新园大道
查看地图"
社工/社区服务/活动专员（兼职）,120-200元/天,1年以下,大专,"职位描述
青少年服务
社工
老年服务
工作职责：
1.负责活动的方案设计、策划及执行工作；
2.负责活动中的拍摄、材料存档、资料撰写；
3.结合所学专业，发挥专业技能，推进项目执行，
任职要求：
1.社会工作/教育/心理专业优先，兼职半年以上，每周出勤总计24h以上；
2.具有相关领域的经验和知识，或在相关领域有类似工作经验；
3.出色的人际交往和沟通技巧。
4.能够快速响应、处理信息和解决问题的能力。","工作地点
江苏省苏州市苏州工业园区星海165号、169号5楼
查看地图"
项目专员（总部）,5000-7000元,1年以下,本科,"职位描述
资料管理
策划
编辑
社团/组织/社会保障
此岗位为社会创新发展中心招聘
岗位待遇：有竞争力的薪资待遇（7万＋，具体面议，提供五险一金）
任职要求：
1、本科及以上学历，社会工作、社会学、公共管理、统计学等专业，具有助理社工师资格及以上者优先；
2、年龄在35周岁以下，特别优秀者年龄可放宽至40周岁；
3、一年以上社会组织或社区服务工作经验，了解公益项目运作，有项目评估相关工作经验者优先考虑；
4、熟悉公益项目管理要求；
5、具有团队精神和统筹协调能力，乐于并善于学习新知识和新经验；
6、具有良好的文字表达能力和沟通技巧，能熟练运用各种办公软件。

职位福利：周末双休、五险一金、绩效奖金、通讯补助、交通补助、补充医疗保险、定期体检、节日福利","工作地点
苏州吴中区师惠邻里中心创益+4楼
查看地图"
一线社工（吴中）,4000-5000元,龙西,1-3年,"职位描述
社会工作
社团/组织/社会保障
岗位描述
1.熟悉公益项目运作，撰写项目书；
2.以项目化运作为中心，负责相关领域（养老、特殊人群、儿童、党建、社工站等）的工作开展；
3.策划、组织、实施各种公益活动，运用社会工作专业理念与工作方法为服务对象提供服务；
4.主动与相关方保持联络，挖掘合作契机；
5.项目服务推文制与宣传工作；
6.机构安排的其他工作。
岗位要求
1.具有1年以上社会工作完整项目经验，社会工作相关专业本科及以上学历；
2.具有良好的交际能力以及较好的团队协助精神；
3.有社工相关资质证书、中共党员优先考虑。

职位福利：五险一金、绩效奖金、全勤奖、定期体检、周末双休、带薪年假、定期团建","工作地点
苏州吴中区龙西路257号民生综合服务中心
查看地图"
医院社工部主管（运营）,1-1.5万,3-5年,大专,"职位描述
卫生服务
1、跟进和督促目标完成分析数据情况及提出有效解决方法；
2、对新老客户开发做到有效的流程、回访及跟进；
3、各种渠道的对接，做到有效的落实及跟进；
4、根据不同节假日制定多科室活动方案及科普视频，配合企划部做好宣传；
5、妇产医院工作经验、有客户资源优先；
6、薪资组成：底薪+提成，待遇丰厚。","工作地点
长沙天心区书院南路189号广厦新村
查看地图"
社工项目经理+双休+13薪+年终奖+绩效奖金,5000-7000元·13薪,3-5年,本科,职位描述社区文化管理社区人员管理薪酬福利 薪资构成：基本月薪（5100-6100）+各类补贴+项目绩效+年终奖 综合年薪10万+ 上不封顶 五险一金齐全 年度机构体检套餐 定期团建、聚餐，年度公费旅游 除法定节假日，机构每年额外享5天以上带薪福利假 完善的人才培养体系和晋升机制 各种培训机会以及和业内大咖亲密接触的机会岗位职责 负责承担其管理区域或部门所有项目的产出、成果及目标达成 发掘客户和服务对象需求，发现新的亮点，挖掘及培育社会组织、社会企业 搭建和管理活动参与者社群，以及社群推广、社群日常运营工作 收集活动的相关利益各方反馈，优化策划方案及执行方案 负责与相关合作伙伴、客户、以及在地社区日常工作沟通及客户关系维护 负责所负责区域在地业务及资源开拓、规划和发展 完成上级交办其他临时工作任务岗位要求 有3年及以上工作经验，有较为成功的社会服务项目规划、执行和评估的经验，能够独立解决问题确保工作成效；有在社会工作机构、社会组织、社区居委会、政府机构任职经验者优先录用 管理过6人以上团队经验，能够激发同事潜能、协助问题解决；能够有效的进行项目管理以及多任务处理；有团队带领经验者优先 本科及以上学历，中共党员优先 专业不限，有社会工作、社会学、社区管理、公共管理等人文社科类专业背景优先，有社会工作证者优先 性格开朗，心态开放，富有责任感、创业精神和团队精神，乐于并善于思考、学习新知识和新经验；具有良好较强的执行力和抗压性,"工作地点
成都武侯区红牌楼广场3号写字楼5楼511
查看地图"
【2026届校招】泰康之家-黔园社区-生活管家,5000-8000元,经验不限,本科,"职位描述
养老助老
1. 学历要求：本科及以上学历，护理、社会工作、心理学等相关专业优先。
2. 技能要求：具备良好的沟通能力、组织能力及应变能力，能够独立处理突然发生的情况。
3. 个人素质：具有耐心、爱心、责任心，能与老年人建立良好的互动关系。
4. 知识要求：了解基本的护理知识和老年人常见疾病，有急救培训的相关证书优先。
5. 语言要求：普通话流利，会当地语言或方言者优先。
6. 其他要求：敬业精神强，能适应灵活的工作时间安排。

1、住户评估：协调安排并参与住户的各类评估。
2、服务方案：参加个案研讨，为住户制定、执行和更新服务方案。
3、住户关系人沟通：出于个案管理的特定目标与住户关系人进行沟通。
4、关怀访视：对有需求的住户进行个案关怀访视。
5、个案与小组工作：结合住户需求、风险评价及意愿，开展个案或小组活动。
6、功能性活动服务：根据住户需求，策划和实施功能性活动。
7、对住户各类服务产品需求进行研究，为各专业提供服务产品开发的建议。
8、住户档案：组织建立和维护住户的社工档案。
9、建立并维护住户的社工档案，完成相关业务报表。
10、完成领导交办的其他工作。","工作地点
贵阳白云区泰康之家·黔园体验馆(梵华里奥特莱斯店)
查看地图"
生活管家/社会工作,4000-7000元·13薪,1-3年,大专,"职位描述
社区人员管理
养老助老
社会福利
卫生服务
社会工作
护士
护理
心理雪
健康惯例
【岗位职责】
1、入住前协调：为已签约未入住客户提供前置服务，及时了解客户的入住需求。 2、住户入离调转：根据住户入住、同业态换房、短期转移、转业态及退住情况，进行相关沟通与协调工作，保证住户的最佳体验。 3、住户关系人沟通：（1）与住户关系人定期沟通住户在社区的居住情况；参与个案管理期的住户关系人沟通；（2）视需要为住户关系人提供关于住户的健康宣教，以获得住户关系人对于社区服务的理解与支持配合，建立互信。 4、安全访视：（1）根据服务方案进行日常安全访视，及时识别风险；（2）为楼栋新住户提供入住适应服务，帮助新住户尽快适应社区生活。 5、服务方案：跟进住户服务方案的执行。 6、课程活动需求分析与整合：根据对住户的日常观察, 收集住户对课程活动的需求, 协助进行需求的分析整合。 7、完成领导交办的其他工作。 【教育背景要求】
大专及以上；老年服务、社会工作、护理、心理学、酒店管理相关专业优先
【工作历练要求】有以下工作经验优先： 1、酒店房务、前厅资深经验；或医院老年病学、康复、神经外科、骨科、呼吸科等与老年人常见疾病密切相关科室护士；或社会工作或心理咨询经验；或其它同规模养老机构管家、社工。 2、能力要求：熟练使用电脑和办公软件 坚忍不拔，敬业奉献，有持续学习能力，有较强的服务意识； 具有较强的问题分析、沟通表达能力，具备一定的心理疏导能力 3、其它要求：热情、真诚、耐心，有亲和力，具备基本礼仪规范。
【福利待遇】
1、 养老朝阳行业，国内高端养老机构头部企业，世界500强企业大平台……加入我们牛牛的～
2、五险一金、带薪年假、年度体检、节日福利、公司团建、生日福利……加入我们暖暖的～
透明的晋升发展路径，健全的福利保障体系，花园般对办公环境，尊重生命、礼赞生命的企业文化，我们期待与专业的你、热情的你、爱好养老行业的你，一起携手共建养老家园","工作地点
昆明呈贡区泰康之家·滇园体验馆
查看地图"
