职位,薪水,经验,学历,关键词,工作地址
心血管内科医生,1-2万,经验不限,硕士,岗位内容：  1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。  2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。 3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。  4. 提供长期护理以及治疗建议给需要的患者，并根据需要转介至其他医生或专业人员。  任职要求：  1. 医学硕士学位及以上，通过国家医师资格考试。  2. 可以接受心血管内科方向应届硕士研究生。  3. 熟练掌握内科以及相关领域的医学知识和技能。  4. 具备良好的沟通和团队合作能力。,"工作地点
德州市-德城区-萱惠路
查看地图"
内科医生,8000-15000元,1-3年,大专,锦泰护理院 锦泰中医医院 工作内容：    1、认真对待患者，细心诊断，正确处方，合理用药。  2、负责院内科室诊疗工作及医疗制度文件管理完善         任职资格：        1、大专以上学历，医学、临床、专业，有执业及以上医师资格证书           2、语言表达清晰、流畅、具有良好的交流沟通能力，亲和力；    3、具有良好的职业道德和团队协作精神。      福利待遇：        节日福利，缴纳五险、全勤奖,"工作地点
槐荫区济南市市中区段店南路124号
查看地图"
内科医生,5000-10000元,1-3年,本科,"内科医师
岗位职责：严格按照有关卫生法律法规、规章、标准及技术操作规范开展执业活动，如日常多发病、常见病等诊断；
任职要求:
28~55岁持有相应内医执业资格证书，5年以上工作经验；
薪资：5000~10000","工作地点
江南区南宁德心医养综合门诊部南宁市那洪大道28号新希望锦官城8号楼255-260号商铺
查看地图"
内科医生（半天班/五险一金）,4000-7000元,经验不限,学历不限,持有执业医师证及以上资格证  工作时间7:20-12：00  地点：天津市内六区就近分配,"工作地点
天津河东区美年大健康体检
查看地图"
内科医生,8000-12000元,3-5年,大专,"岗位职责：
1、负责门诊诊断，分析化验和检查报告，做出病情诊断；
2、开具处方，对患者做出饮食、锻炼建议等康复指导工作；
3、询问和检查入院患者基本情况，书写病历，记录病案等。
任职要求：
1、大专以上学历，临床医学相关专业；
2、3年以上临床内科工作经验；
3、持有专业技术资格及执业医师资格证书，证件可注册；
4、熟练掌握门诊常见病、多发病的诊疗，能独立处理诊疗过程中的危急病症；
5、具有良好的服务意识、职业素养、敬业精神和组织纪律观念。","工作地点
青岛市南区博厚医疗(汶上路社区卫生服务站)一层
查看地图"
内科医生,6000-10000元,体院北,3-5年,"岗位内容：
1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。
2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。
3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。
4. 提供长期护理以及治疗建议给需要的患者，并根据需要转介至其他医生或专业人员。
任职要求：
1. 医学博士学位，通过国家医师资格考试。
2. 经验丰富，至少从事内科医疗工作5年以上。
3. 熟练掌握内科以及相关领域的医学知识和技能。
4. 具备良好的沟通和团队合作能力。","工作地点
天津河西区体北道3号楼小区
查看地图"
内科医生,1-1.5万,经验不限,本科,"岗位职责：
1、负责客户见诊、开处方等相关工作；
2、提供高水平的医疗服务，确保准确做出诊断；
3、做好临时应急事项处理，如输液反应等。
任职要求：
1、本科及以上，具备医师资格证书、西医内科执业范围；
2、具备3年及以上同岗位工作经验，热爱医学，将维护人类生命健康作为此生为之而奋斗的目标；
3、自驱力强，拥有健康生活理念，有运动或健身爱好者优先；
4、熟悉医学最新技术和治疗方法，了解相关的研究和进展；
5、具备良好的沟通能力，有耐心，抗压能力强，性格坚韧乐观；
6、有创新医学思维，善于接受新鲜事物。
入职五险一金，月休8天，无夜班，提供成都三级医院培训机会。","工作地点
薛城区维他滴(枣庄薛城诊所)
查看地图"
内科医生,4000-7000元,1-3年,大专,"任职要求：
1、从事内科医疗工作；
2、证件齐全，执业证书可以变更；
3、具有良好的沟通协作能力及服务意识；
职位福利：节日福利、五险一金、绩效奖金、餐补、带薪年假、定期体检","工作地点
芙蓉区瑞慈体检(长沙芙蓉店)
查看地图"
消化内科医生,1.2-2万,经验不限,学历不限,"岗位职责:
1. 负责消化科疾病的诊断和治疗工作
2. 指导操作胶囊肠镜等工作
3. 提供高质量的患者护理和医疗服务
任职要求:
1. 具备良好的临床思维和操作技能
2. 能够独立完成消化科诊疗工作
3. 具有良好的沟通能力和团队合作精神
4.形象好气质佳
4.主治及以上职称","工作地点
三亚海棠区新斗珍阁餐厅
查看地图"
内科医生(沈阳/开原/丹东),6000-10000元,5-10年,本科,"(一)岗位使命:
在中心主任、医疗负责人的领导下，严格执行集团医疗管理要求，为透析患者提供全面的医疗服务，合理制定、有效实施治疗方案，确保患者得到高品质的透析治疗和慢病管理，持续提升专业水平，对中心患者医疗质量负责。
(二)岗位职责:
1、遵守集团透析中心各项规章制度，学习并有效执行透析患者治疗和诊断流程。
2、分析透析患者病情，提供专业的内科及透析治疗和建议。
3、监控患者状态，及时处理内科及透析治疗相关问题。
4、按照集团管理要求，做好医疗文书。
5、根据医保管理要求和患者病情需求，合理用药，科学诊治。
6、执行集团安全管理的各项应急预案(火灾、停电、停水、地震等)。
7、认真参加集团各项培训和考核，保障培训考核达标，按时晋级。
8、服从管理，做好领导交给的其他临时性工作。
(三)任职要求
1、有较强的沟通能力和服务意识，能够有效解决患者问题。
2、能够独立工作同时也具备团队合作精神。
3、对内科医学有深入的了解和实践经验。
4、有责任心，能够遵守医疗道德。
5、本科及以上学历、临床医学等相关专业
(四)薪酬标准:6K-10K
关键词:医师资格证、医师执业证","工作地点
沈阳市-和平区-市府大路45号龙凤区龙政路1号
查看地图"
内科医生,1-1.2万·13薪,5-10年,学历不限,1. 疾病诊疗：负责内科常见疾病（如呼吸、消化、心血管、内分泌等系统病症）的诊断，通过病史采集、体格检查及辅助检查（血检、影像等）明确病情，制定并执行药物治疗、对症处理等诊疗方案，动态跟进患者康复情况并调整方案。,"工作地点
湖南省长沙市开福区匍园路20号聚恒科技园
查看地图"
内科医生,8000-10000元,3-5年,大专,岗位内容：  1.负责献血浆者的健康状况询问、体格检查工作。  2.负责采取有效措施保障献血浆者健康状况询问和体格检查过程的私密性。  3.认真按照卫生行政部门规定的体检标准进行各项检查，负责对征询及体检结果确认签字，并将各项结果录入信息系统。并将资质资料汇总归档。  4.综合分析献血浆者健康状况询问、体格检查和样本检验结果，对献血浆者能否继续献浆做出判定，并为献血浆者的身体健康状况保密。  任职要求：1.男女不限2.大专及以上学历；  3.临床医学专业优先，具有医师资格证书、医师执业证书；  4.初级及以上职称；  5.具备临床医学的相关知识，有临床工作经验、精通采供血管理、熟悉相关法律法规，有较强的沟通能力；  职位福利：五险一金、绩效奖金、节日福利、年终奖（14薪）、降温补贴、取暖补贴,"工作地点
包头土默特右旗北只图村门楼
查看地图"
内科医生,6000-12000元,5-10年,本科,岗位职责：开展日常内科诊疗活动。  任职要求：  　　１、内科学专业，中级以上职称，5年以上内科工作经验。  　　２、熟悉鼻喉咽科诊疗者优先。  　　３、有民营工作经验稳定优先。  　　４、有执业医师证    职位福利：绩效奖金、员工旅游、节日福利、定期体检、五险一金、免费停车、定期团建、带薪年假,"工作地点
辽宁省沈阳市铁西区北二东路10号（沈阳站西广场北侧）
查看地图"
急聘内科医生,4000-8000元,经验不限,大专,"职位描述
岗位职责：
1、接待日常门诊、急诊等医疗工作，认真检查患者病情，细心诊断，正确处方，合理用药，杜绝误诊；
2、根据安排做好防病宣传，普及防病和救护知识；
3、定期对医务室的各种医疗器械消毒、更换；
4、药品清点检查，对过期药品及时清理，确保员工用药安全。
任职资格：
1、大专以上学历，医学、临床、等专业；
2、语言表达清晰、流畅、具有良好的交流沟通能力，亲和力；
3、熟悉计算机基础知识，打字熟练；
4、具有良好的职业道德和团队协作精神。工作时间：8:00-12:0014:30-18:30
职位福利：绩效奖金、交通补助、带薪年假、员工旅游、节日福利、五险一金","工作地点
太原杏花岭区柏杨树街
查看地图"
内科医生,1.5-2万,5-10年,中专/中技,岗位内容： 1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。 2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。 3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。 4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。 任职要求： 1. 具有医学相关专业学位。 2. 具备一定的内科医学知识背景和工作经验。 3. 具有良好的沟通、组织协调和团队合作能力。 4. 积极、主动，能够承受工作压力。,"工作地点
江苏省南通市海门区海门街道北海路694号694号
查看地图"
神经内科医生,1-2万,3-5年,硕士,要求初级以上职称，三甲医院神经内科3年以上工作经验。,"工作地点
天津市武清区航天中心医院
查看地图"
内科医生,5000-10000元,3-5年,中专/中技,"岗位内容：
1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。
2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。
3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。
4. 提供长期护理以及治疗建议给需要的患者，并根据需要转介至其他医生或专业人员。
任职要求：
1. 医学学位，通过国家医师资格考试。
2. 经验丰富，至少从事内科医疗工作5年以上。
3. 熟练掌握内科以及相关领域的医学知识和技能。
4. 具备良好的沟通和团队合作能力。","工作地点
延边朝鲜族自治州-和龙市-文化路107号
查看地图"
内科医生+月休八天,1-1.5万,3-5年,本科,【岗位职责】1、负责客户见诊、开处方等相关诊疗工作；2、提供高水平的医疗服务，确保准确、及时为客户做诊断；3、做好临时应急事项处理，包括但不限于输液反应等。  【任职要求】  1、优先本科学历及以上，具备医师资格证书、执业医师证书；  2、具备 3 年及以上同岗位工作经验，热爱医学，将维护人类生命健康作为此生为之而奋斗的目标；  3、自驱力强，拥有健康生活理念，有运动或健身爱好者优先；  4、熟悉医学最新技术和治疗方法，了解相关的研究和进展；  5、具备良好的沟通能力，有耐心，抗压能力强，性格坚韧乐观；  6、有创新医学思维，善于接受新鲜事物。     福利：五险一金，朝九晚六、月休八天、节日福利、生日福利等；,"工作地点
济南历下区山左路维他滴诊所
查看地图"
内科医生,1.1-1.3万·13薪,5-10年,大专,负责入住长者的医疗评估和日常医疗诊断和健康咨询等，包括但不限于： 1、 为入住长者提供评估、检查、治疗等服务； 2、 负责24小时内首次病程记录，书写入住长者病历，提供医疗咨询； 3、 每日按时查房（测血压、听心率等），检查医嘱执行情况，密切观察病情变化； 4、 持续与本院各专业团队追踪老人照护信息，掌握健康状态； 5、 落实与维护医疗品质，必要时为医疗服务提供支持； 6、 做好医务室相关内部工作，并协调好外部医疗机构对接工作。,"工作地点
姑苏区苏州凯健友谊苑
查看地图"
内科医生,1-1.8万,1-3年,大专,桂林社区医院三家医院联合招聘执业及以上技术职称，养老院、门诊及住院部的内科医生岗位。  工作地点：  1、中山区杏林街46号。（门诊、养老院及住院部）  2、东港滨景园38号。（养老院）  3、中山区望海街39号。(门诊、养老院及住院部）  符合条件请直接到院面谈  中山区杏林街46号 4楼综合办,"工作地点
中山区大连中山桂林社区医院杏林街46号
查看地图"
急诊内科医生,8000-16000元,5-10年,大专,"1、在院长、医务科领导下，负责急诊科医疗工作。
　　2、负责组织并参与急诊伤病员的诊治、危重患者的抢救、复苏与监护，适时组织院前急救。
　　3、经常检查急救药品、器材的使用、管理情况。
　　4、参与组织院外急救小组，指定车辆，配齐药品器材，放在固定位置，随时处于应急状态。
　　5、负责组织本科业务训练、人才培养和技术考核。安排进修、实习人员的培训，并担任教学。
　　6、督促本科人员认真执行各项规章制度和技术操作常规，经常进行安全教育，严防事故、差错。
　　7、加强精神文明建设和医德医风教育。掌握所属人员思想情况、业务能力和工作表现，提出考核、晋升、奖惩和培养使用意见。
职位福利：五险一金、绩效奖金、带薪年假、包吃、定期体检、免费班车
职位亮点：由经验丰富的内科主任带教执业技能
要求 ：有职业医师证
实际工作地址：公主岭市博强路与105省道交汇处西南角公主岭守安医院 不要看地图导航","工作地点
铁东区105路(山门-四平火车站)博强路与105省道交汇处西南角
查看地图"
全科内科医生,5000-6000元,经验不限,大专,"[岗位职责]：主要负责云南省老干部医院(公立医院)门诊及住院部从事内科疾病的诊疗工作。
[任职资格]：具有内科专业执业医师资格，有相关工作经验者优先，具体情况可面议。
[薪酬待遇]：工资福利面议。","工作地点
昆明西山区云南省老干部医院
查看地图"
威高血液透析-内科医生（莱阳）,7000-10000元,5-10年,大专,"技能要求：执业西医
岗位职责：严格执行血液透析室的各项规章制度；熟悉和掌握透析室各种型号机器性能；认真做好透析患者的病历档案记录，及时了解透析患者的病情，制定个体化的透析及综合治疗方案；巡视患者，随时记录患者的病情变化；及时评估透析效果；处理透析并发症。
任职要求：临床医学或肾内相关专业大专及以上学历，西医内科执业，良好的临床专业技术和沟通能力，有血透、icu、心内等工作经验者优先。
职位福利：五险一金、带薪年假、定期体检、高温补贴、节日福利、包住、餐补","工作地点
莱阳市烟台莱阳宝尚血液透析有限公司威高血液透析中心
查看地图"
中医内科医生,8000-15000元,5-10年,本科,"岗位内容：
1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。
2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。
3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。
4. 提供长期护理以及治疗建议给需要的患者，并根据需要转介至其他医生或专业人员。
任职要求：
1. 通过国家医师资格考试。
2. 经验丰富，至少从事内科医疗工作5年以上。
3. 熟练掌握内科以及相关领域的医学知识和技能。
4. 具备良好的沟通和团队合作能力。","工作地点
西安市-碑林区-二环南路西段65号
查看地图"
内科医生/门诊医生,1.1-1.6万,经验不限,大专,"职位描述
1、接待病人语言亲切，态度和蔼，不怠慢病人，有亲和力。
2、严格执行首问、首诊负责制，不准推诿病人。
3、严格执行医疗常规及技术操作规程。
4、认真做好病史采集、各项检查报告的归类总结，以保证诊断医师的临床需求。
5、负责收集PET-CT患者相关资料的整理归类及存档，定期进行汇编，并能就报告进行一定程度的解读及专业指导。
6、完成PET-CT患者的回访工作，做好相应登记工作。
7、和各部门之间建立良好的沟通，保证整个诊疗工作的无缝衔接。
8、核对PET-CT图文报告，并负责对患者进行必要的报告解读工作。
9、完成主任安排的其他工作。
任职资格：
1、大专以上学历,临床医学，初级及以上职称；
2、从事临床工作五年以上，有二级公立医院及民营医院工作经验，临床经验丰富；
3、熟练掌握开放气道、心肺复苏、电除颤等急救技术，熟悉各项急救设备的运用；
4、具备良好的沟通能力及较强的服务意识；
5、工作认真负责，有责任心、同理心。","工作地点
温江区成都锐视医学影像诊断中心
查看地图"
内科医生,8000-12000元,3-5年,大专,"岗位职责:
1、在线接诊:通过平台接待患者，详细问诊，进行专业，准确的初步诊断。
2、诊疗服务:根据患者病情，规范开具电子处方。
3、健康管理:提供专业的用药指导、健康咨询及科学的复诊建议 。
4、质量保障:严格遵循医疗规范，清晰、完整书写电子病历
5、平台协作:遵守国家及平台互联网诊疗规定，配合平台工作安排与流程优化。2.任职要求(核心条件):硬性资质:持有中国执业医师资格证并完成有效执业注
册
6、经验要求:具备执业医师及以上职称，拥有3年以上扎实的临床工作经验，熟练掌握常见病、多发病的诊疗规范。
7、专业范围:中医、内科。","工作地点
荷塘区株洲市人民医院
查看地图"
神经内科医生,8000-9000元,经验不限,本科,"岗位职责：
1.从事神经内科诊疗工作；
2.认真检查患者病情，细心诊断，正确处方，合理用药；
3.能按要求及时认真完成病历书写。
任职资格：
1、本科以上学历，临床专业；
2、语言表达清晰、流畅、具有良好的交流沟通能力，亲和力；
3、吃苦耐劳，学习认真；
4、具有良好的职业道德和团队协作精神。
职位福利：五险、包住、餐补、绩效奖金、带薪年假、免费班车、节日福利","工作地点
太原清徐县山西华晋骨科医院
查看地图"
内科医生,8000-16000元,3-5年,大专,"岗位职责：有大内科工作经验、有急救经验、担任医院中层领导，有管理能力，有亲和力。
任职资格：内科副主任、主任医师、要求能注册
工作时间：近期单位开设住院部
职位福利：五险一金、绩效奖金、包吃、包住、员工食堂

职位亮点：擅长、呼吸系统、消化系统、心血管等方面","工作地点
天津滨海新区塘沽一中远洋城分校
查看地图"
急诊内科医生,1-2万,经验不限,本科,岗位职责：  1.在科主任领导和上级指导下，负责一定数量病员的医疗工作。低年资住院医师实行住院二十四小时负责制。并担任住院、门诊、急诊的值班工作。  2.负责对病员检查、诊断、治疗，开写医嘱及检查执行情况等工作。  3.书写病历，毕业后第一年书写完整病历记录。新入院病员的病历，应于入院后24小时内完成，检查和修改实习医师的病历记录。负责书写病员住院期间的病程记录，及时完成出院病员的病案小结。  4.向上级及时报告诊断及治疗上的困难以及病员病情的变化，提出需转科或出院的意见。  5.住院医师对所管病员应全面负责，在下班以前作好交班工作。对需观察的重症病员，在交班本上注明“病重”或“病危”字样，有详细的记录，并进行床旁交班。  6.参加科内查房，作好查房记录。对所管病员每天至少上、下午各巡诊一次。科主任、主治医师查房巡诊时，应详细汇报病员病情和诊疗意见，请他科会诊时应陪同诊视。  7.严格执行各项规章制度和技术操作常规，亲自操作或指导护士进行各种重要的检查和治疗，严防差错事故。  8.认真学习国内外先进医学技术，积极开展新技术、新疗法，参加科研工作，及时总结经验。  9.随时了解病员的思想、生活情况，征求病员对医疗护理工作的意见，作好病员的思想工作。  10.在门诊或急诊科工作时，应按门诊、急诊科工作制度进行工作。  任职要求：  1、临床、中医相关专业，本科及以上学历；  2、具有执业医师资格，初级及以上职称；  3、有临床急救工作经验优先。职位福利：五险一金、绩效奖金、餐补、带薪年假、定期体检、节日福利、周末双休、高温补贴,"工作地点
昌平区北京王府中西医结合医院
查看地图"
内科医生,8000-15000元,1-3年,大专,"岗位内容：
1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。
2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。
3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。
4. 提供长期护理以及治疗建议给需要的患者，并根据需要转介至其他医生或专业人员。
任职要求：
1大专以上学位，通过国家医师资格考试。
2. 经验丰富，至少从事内科医疗工作2年以上。
3. 熟练掌握内科以及相关领域的医学知识和技能。
4. 具备良好的沟通和团队合作能力。","工作地点
泉山区徐州恒康耳鼻喉医院
查看地图"
南京鼓楼区医院急聘内科医生（有早晚班）,1-2万,3-5年,大专,岗位职责：  1、大专以上学历，临床或内科专业，有民营医院工作经历优先考虑；  2、有西医内科主治医师及以上相关证件，能变更注册；  3、语言表达清晰、流畅、具有良好的交流沟通能力，亲和力；  4、具有良好的职业道德和团队协作精神.  5、能接受值夜班（早晚班排班），有急诊工作经验，要在心内或心脑血管或急诊重症ICU等干过的  薪资范围是10000-20000左右，具体面谈  职位福利：绩效奖金、全勤奖、包住、带薪年假、员工旅游、节日福利、五险、包吃，做六休一,"工作地点
鼓楼区南京股骨髋骨科医院
查看地图"
肿瘤内科医生,5000-10000元,3-5年,本科,"任职要求：
1、医师以上职称，具有三级医院或二级以上医院3年以上工作经验；
2、研究生要求四证合一；
3、临床医学专业本科以上学历，要求取得医师证;
4、可接收应往届未就业毕业生。","工作地点
葫芦岛市第二人民医院龙港区锦葫路76号
查看地图"
内科医生,8000-12000元,3-5年,学历不限,"我们正在寻找一位专业内科医生，负责为患者提供高质量的医疗服务。
工作内容：
1. 诊断和治疗内科疾病；
2. 制定和执行治疗方案；
3. 与患者和家属进行沟通，解释病情和治疗方案；
4. 参与医疗团队的合作，共同制定患者的治疗方案；
5. 参与临床研究和学术活动，不断提升医疗水平。
岗位要求：
1. 医学本科及以上学历，具备医师资格证；
2. 在内科领域有丰富的临床经验；
3. 良好的沟通能力和团队合作精神；
4. 对患者负责，注重医疗安全和医疗质量；
5. 具备较强的学习能力和创新意识。","工作地点
广东省河源市源城区埔前镇长坑工业园生活小区B1-8号
查看地图"
内科医生,8000-12000元,5-10年,大专,接待日常门诊、急诊等医疗工作，认真检查患者病情，细心诊断，正确处方，合理用药，杜绝误诊；  书写病例，并负责病人的病程记录，及时完成出院病人病案小结；  向上级医师及时报告诊断、治疗上的困难以及病人病情的变化，提出相关意见；  职位福利： 工龄、满勤、五险、绩效奖金、法假、节日福利、食堂等。,"工作地点
长春绿园区同心第二社区卫生服务中心
查看地图"
内科医生,6000-12000元,1-3年,本科,1、接诊能力强；  2、有高度的责任心，良好的职业道德，严谨的工作态度。  3、取得执业医师资格。4、本科应届毕业生也可参加面试。5、具体待遇待遇面议,"工作地点
成都郫都区永兴东路10号
查看地图"
内科医生,7000-9000元,3-5年,大专,"1. 负责内科患者的诊断和治疗；
2. 制定和执行治疗方案；
3. 与患者和家属沟通病情和治疗方案；
4. 参与医疗团队合作和临床研究。
具备医师资格证和内科临床经验，注重医疗安全和医疗质量，欢迎加入我们的团队！","工作地点
江苏省泰州市海陵区兴泰南路99号6幢、8幢、9幢、10幢
查看地图"
内科医生,8000-12000元,1-3年,大专,"我们正在寻找一位专业内科医生，负责为患者提供高质量的医疗服务。
工作内容：
1. 诊断和治疗内科疾病；
2. 制定和执行治疗方案；
3. 与患者和家属进行沟通，解释病情和治疗方案；
4. 参与医疗团队的合作，共同制定患者的治疗方案；
5. 参与临床研究和学术活动，不断提升医疗水平。
岗位要求：
1. 医学专科及以上学历，具备执业医师资格证；
2. 在内科领域有丰富的临床经验；
3. 良好的沟通能力和团队合作精神；
4. 对患者负责，注重医疗安全和医疗质量；
5. 具备较强的学习能力和创新意识。","工作地点
钱塘区杭州欣康医院
查看地图"
西医内科医生,7000-10000元,5-10年,学历不限,"岗位内容：
1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。
2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。
3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。
4. 提供长期护理以及治疗建议给需要的患者，并根据需要转介至其他医生或专业人员。
任职要求：
1. 执业医师证，通过国家医师资格考试。
2. 经验丰富，至少从事内科医疗工作5年以上。
3. 熟练掌握内科以及相关领域的医学知识和技能。
4. 具备良好的沟通和团队合作能力。","工作地点
芙蓉区长沙协和颐养院
查看地图"
急诊内科医生,8000-16000元,5-10年,大专,"1、在院长、医务科领导下，负责急诊科医疗工作。
　　2、负责组织并参与急诊伤病员的诊治、危重患者的抢救、复苏与监护，适时组织院前急救。
　　3、经常检查急救药品、器材的使用、管理情况。
　　4、参与组织院外急救小组，指定车辆，配齐药品器材，放在固定位置，随时处于应急状态。
　　5、负责组织本科业务训练、人才培养和技术考核。安排进修、实习人员的培训，并担任教学。
　　6、督促本科人员认真执行各项规章制度和技术操作常规，经常进行安全教育，严防事故、差错。
　　7、加强精神文明建设和医德医风教育。掌握所属人员思想情况、业务能力和工作表现，提出考核、晋升、奖惩和培养使用意见。
职位福利：五险一金、绩效奖金、带薪年假、包吃、定期体检、免费班车
职位亮点：由经验丰富的内科主任带教执业技能
要求 ：有职业医师证","工作地点
长春公主岭市博强路与105省道交汇处西南角公主岭守安医院
查看地图"
临床内科医生(26届)-楚园医院(武汉),1-1.5万,经验不限,硕士,"资格证，专业背景：老年科、康复科、内科、急诊科、全科、神经内科、呼吸科、消化科、肿瘤科、重症科等；
3、认可长期主义价值观，尊重生命，关爱生命；
4、自驱力、团队协作能力、沟通能力强，有较高责任感和服务意识。
【薪酬福利】
五险一金，补充商业保险、意外险，绩效奖金，年终奖金，人才公寓，员工食堂，带薪年假，年度体检，员工活动等。
【职业发展】
1、泰康为应届医学上制定专属人才发展项目，应届生入职起即进入职业发展快车道，提供专科进修（北京协和老年医学科、北京医院老年科、中日友好医院呼吸科等）、海外进修（西奈山医院）、主委级大咖带教、武汉大学泰康医学院科研平台。
2、泰康自建全国五大医学中心、全国30+城康复医院连锁、泰生活APP互联网医疗平台，医学生态丰富，与北京协和医院、武汉同济医院、南京鼓楼医院、美国西奈山医院、美国西达赛奈医学中心、三博脑科、冬雷脑科等多个国内外知名医疗机构建立深度合作，多维度全面帮助提升专业能力、通用能力。
3、曝光度高、晋升机会多、世界500强平台发展空间广。
【公司简介】
1、泰康保险集团
泰康保险集团泰康保险集团股份有限公司成立于1996年，连续多年进入世界500强，总部位于北京，已发展成为一家涵盖保险、资管、医养三大核心业务的大型保险金融服务集团。面向长寿时代，泰康创新商业模式，通过做大支付、布局服务、科技驱动、建设生态、打造软实力，整合保险支付与医养服务，打造长寿、健康、富足三大闭环。
2、武汉泰康楚园康复医院
武汉泰康楚园康复医院是由世界500强企业泰康保险集团全资投资，践行泰康之家养老社区医养融合特色，按照国家二级康复医院标准建设的高品质专科医院，面向全社会开展医疗服务。医院位于武汉东湖新技术开发区（光谷），以康复医学、老年医学、健康管理、安宁疗护为特色，设有全科医学科、康复医学科、内科、外科等10余个诊疗科目，开放床位125张，是湖北省、武汉市基本医疗保险定点单位。","工作地点
武汉洪山区泰康之家·楚园
查看地图"
内科医生（国企合作养老院）,1.2-1.8万,经验不限,本科,"一、在科主任领导下和上级医生指导下，负责养老院医疗工作。
二、遵守就诊、转院、医嘱、处方、病历书写、医疗统计、首诊负责、传染病报告等各项制度和医疗操作规程。
三、就诊患者必须先挂号，按照先后顺序就诊，老年患者可优先就诊，急、危、重病人随到随诊。
四、重视医疗安全，必要的签字和告知义务必须履行，防范并纠正差错事故及医疗纠纷产生的苗头。
五、廉洁行医，拒收病人钱物，不开人情方和人情假条等，杜绝向病人推销药品或保健品。
六、热情接待病人，耐心解答问题，态度和蔼，详细询问病史，全面仔细检查，力求正确诊断，治疗措施得力。
七、急、危、重病人处理要及时、准确、敏捷，尽心竭力救治，疑难病人应邀请会诊，必要时转上级医务室诊治。
八、领导交办的其他工作
九、形象气质佳","工作地点
北京市-昌平区-王府街1号
查看地图"
互联网医院内科医生,8000-12000元,经验不限,本科,"岗位职责：
1、负责互联网医院线上日常门诊诊疗工作，严格按照首问责任制，细心诊断，正确处方，合理用药，开具门诊处方；
2、负责互联网医院线上门特患者诊疗及复诊续方工作；
3、配合公司互联网线上诊疗相关业务服务。
任职要求：
1、遵守国家及地方卫生部门相关法律法规，互联网医院各项规章制度；
2、具有临床医学相关本科以上学历，临床经验丰富，能独立开展诊疗工作；
3、熟练操作电脑及医疗操作系统；
4、具有良好的沟通能力和患者服务意识；
5、需要具备执业医师资格证书，且取得资格证书需满三年（全科医生资格优先，中医执业不符合要求）；
6、本岗位需要到我院互联网医院诊室正常出诊，非远程线上工作；工作地点天津市北辰区；
7、本岗位为非多点执业岗位，非兼职岗位。","工作地点
北辰区天津北辰天士力医院
查看地图"
内科医生,8000-15000元,3-5年,本科,1.疾病诊疗：负责内科/全科常见病、多发病的诊疗工作，提供专业、规范  的医疗服务。  2.慢性病管理：  ①重点擅长高血压、糖尿病、冠心病、慢性阻塞性肺疾病（慢阻肺）、骨质  疏松症等慢性病的诊断、治疗与长期管理。  ②为慢性病患者建立健康档案，制定个性化的治疗方案与随访计划。  ③指导患者进行生活方式干预、用药指导及病情监测。  3.健康管理与预防：  ①提供健康咨询、健康教育，普及慢性病防治知识。  ②开展健康风险评估，提供针对性的预防保健建议。  4. 患者沟通与协调：  ①具备良好的沟通能力，能耐心细致地向患者及家属解释病情，建立信任  的医患关系。  ②负责病情监测与随访，根据需要协调转诊事宜。   【必要条件】      ·持有《医师资格证书》和《执业医师证书》，执业范围为“内科”或“全      科医学”。      ·临床医学、内科学或全科医学专业，大专及以上学历。      ·具备良好的职业道德、责任心和同理心。      【经验与能力要求】      ·具备 3 年以上内科或全科临床工作经验，能够独立处理常见病、多发病。      ·精通高血压、糖尿病、冠心病、慢阻肺、骨质疏松症等至少 2-3 种慢性      病的规范化诊疗与管理。      ·持有《全科医师资格证书》或具备全科医生转岗培训合格证者优先考虑。      ·沟通能力好，富有耐心，善于与患者（尤其是老年慢性病患者）进行有      效交流。      ·具备团队合作精神，能与其他医护人员紧密协作。,"工作地点
陕西省西安市雁塔区昆明路东段民洁路1号西安市雁塔区漳浒寨社区卫生服务中心
查看地图"
